timestamp,load_kw,wind_kw,pv_kw,temperature,wind_speed,irradiance,rainfall,icing,dust
2025-01-01 00:00:00,31592.66052905265,5988.583261972501,81.56433430150612,8.903817189164766,5.007144202787009,20.810745505148017,2.4676618465366174,0.0,0.22738969739455997
2025-01-01 01:00:00,29996.65491694507,5213.083940954714,1.1628700157010632,5.548145301489414,4.776391146604892,95.10325824682333,0.0,0.0,0.2282016147416686
2025-01-01 02:00:00,31250.302919738475,5870.167912665185,71.89361278466086,10.030319702323116,4.986440960615768,0.0,0.0,0.0,0.32789838192880516
2025-01-01 03:00:00,29501.210009199334,6070.860952207362,689.4380349540706,10.511694714774602,5.08776166878144,48.42826269141742,0.8873178517419411,0.0,0.13271661195372117
2025-01-01 04:00:00,32198.202670374903,5974.329080079165,0.0,3.288791225291164,4.677214566902078,31.077916056192095,0.0,0.0,0.09609150242481576
2025-01-01 05:00:00,31402.583237586226,6293.810408781027,0.0,4.917031761902453,4.657737671525919,5.719287224759309,0.28044604619408764,0.0,0.13808993507367495
2025-01-01 06:00:00,32124.593898250234,4789.459381485885,0.0,8.49818792497337,7.19229140842874,45.66219065142827,2.692626358430273,0.0,0.2240947124373983
2025-01-01 07:00:00,32365.402996585057,4802.474258085253,2752.90547122435,7.39409187691603,6.960418569886711,186.85986418634886,1.251424141149629,0.0,0.04969611976339265
2025-01-01 08:00:00,32231.118386194168,5863.314024471506,4895.066522754935,8.148811954312924,5.420236842698083,391.8555770035903,0.0,0.0,0.15032710691854753
2025-01-01 09:00:00,33328.048044362775,5970.275279644791,7824.601865070082,6.064326565870498,7.402023968020339,662.3683080972336,0.56276509560818,0.0,0.15310581556175953
2025-01-01 10:00:00,33292.94878861789,5482.594011385395,8704.556938497133,10.401557901975181,6.8631989184371704,681.141246413294,0.0012799292063401246,0.0,0.2562933262164352
2025-01-01 11:00:00,35205.09451068593,6418.7631925807,9416.592691089092,10.153674423535119,6.263524661664182,900.0257481500397,2.4180397537417866,0.0,0.10701087962984096
2025-01-01 12:00:00,34123.11928478347,7245.5908446749445,9892.704632114266,8.380407985986931,5.366460742075719,832.3099727453823,0.0,0.0,0.1382508853778814
2025-01-01 13:00:00,32747.97489307229,7634.78459920897,10870.27946697407,11.03957595044456,7.183943966331709,960.40900684934,0.0,0.0,0.19181488240120909
2025-01-01 14:00:00,32460.153831570038,7961.166176940495,7661.891802361404,9.396393010254965,8.9519186012264,755.6469250291541,1.312257603689178,0.0,0.10079719690373182
2025-01-01 15:00:00,32177.76333002714,4966.280651989278,6695.064484765534,6.085540246514678,7.005718507841074,723.589970141053,0.0,0.0,0.0862723358307488
2025-01-01 16:00:00,34433.993303346804,5207.377486332764,5056.011801008446,9.161805137359657,8.17581443683342,437.3508847016766,1.2812443140623309,0.0,0.29980463431919
2025-01-01 17:00:00,31994.54370215442,6258.178172481856,2179.0551027322763,5.848883469676859,6.929806873940093,217.72475032917606,0.0,0.0,0.19459991903512097
2025-01-01 18:00:00,33075.1700400953,6740.948845562074,328.47302983158073,10.44838253760879,8.259789872948247,51.95504157149682,0.0,0.0,0.2472429520187091
2025-01-01 19:00:00,32316.985340565207,6447.297804547307,0.0,8.133613834288962,7.161172008257224,17.578042553219085,0.0,0.0,0.2081047211942192
2025-01-01 20:00:00,31519.170315956424,6156.636760637254,171.36188536346623,7.802449541953004,4.758623027711888,0.0,2.3081303286924206,0.0,0.140622788329739
2025-01-01 21:00:00,31548.943203257284,6496.374917836382,78.87672750492459,6.5684634373377,6.685990271569446,0.0,1.4308020723273542,0.0,0.10155790750213609
2025-01-01 22:00:00,30782.907550424512,7440.638187701557,0.0,11.333327497853553,7.698032094730433,0.0,0.0,0.0,0.10483242610364746
2025-01-01 23:00:00,27238.555906618276,5457.809193922377,0.0,7.896842300924037,8.813207686209727,141.45223399069798,0.0,0.0,0.09122857743491278
2025-01-02 00:00:00,29688.897789296145,9642.214216194558,117.88011853351253,7.218543304537013,7.52027852861344,0.0,0.0,0.0,0.09160713157464162
2025-01-02 01:00:00,30459.599736972785,7081.624697223799,0.0,7.415230833306094,7.78567067229194,0.0,0.0,0.0,0.08759291815721226
2025-01-02 02:00:00,31902.427886043446,8288.504058241562,0.0,9.632544515534466,7.167473081008885,70.61309791996088,0.31224498677695633,0.0,0.21244287324582
