timestamp,simulation_id,event_id,stage,event_flag,load_mw,wind_available_mw,pv_available_mw,storage_charge_mw,storage_discharge_mw,emergency_mw,grid_import_available_mw,grid_dispatch_mw,other_generation_mw,export_mw,power_loss_mw,curtailment_mw,equipment_availability,hazard_intensity,event_hour,stage_order,net_supply_mw
2026-07-15 00:00:00,lankao_mc_001,lankao_typical_event_001,灾前准备,1,2.4923426689758497,0.4072796597353272,0.0,0.0,0.0,0.0,0.92875,2.0850630092405225,,,0.0,0.0,0.9988768716572752,0.0278585693170736,0.0,1,2.4923426689758497
2026-07-15 01:00:00,lankao_mc_001,lankao_typical_event_001,灾前准备,1,2.399443801196622,0.3944060531669723,0.0,0.0,0.0,0.0,0.9191841955914529,2.00503774802965,,,0.0,0.0,0.9922902361327928,0.0371447590894315,1.0,1,2.399443801196622
2026-07-15 02:00:00,lankao_mc_001,lankao_typical_event_001,灾前准备,1,2.364156659701841,0.39264585495341503,0.0,0.0,0.0,0.0,0.92875,1.971510804748426,,,0.0,0.0,0.9996847252318624,0.0464309488617894,2.0,1,2.364156659701841
2026-07-15 03:00:00,lankao_mc_001,lankao_typical_event_001,灾前准备,1,2.408980642309439,0.4548794386085405,0.0,0.0,0.0,0.0,0.9229858418206828,1.9541012037008985,,,0.0,0.0,0.9947387486918232,0.0557171386341473,3.0,1,2.408980642309439
2026-07-15 04:00:00,lankao_mc_001,lankao_typical_event_001,灾前准备,1,2.4887543274362156,0.4788096681870225,0.0,0.0,0.0,0.0,0.92875,2.009944659249193,,,0.0,0.0,1.0,0.0650033284065052,4.0,1,2.4887543274362156
2026-07-15 05:00:00,lankao_mc_001,lankao_typical_event_001,灾前准备,1,2.6110106382585063,0.4794917597433736,0.0,0.0,0.0,0.0,0.9116392273347748,2.1315188785151324,,,0.0,0.0,0.9887058662878694,0.0742895181788631,5.0,1,2.6110106382585063
2026-07-15 06:00:00,lankao_mc_001,lankao_typical_event_001,灾害冲击,1,2.8055693320684356,0.3067627525017459,0.0,0.0,0.0,0.2203156092886511,0.8542318297979238,2.2784909702780385,,,0.0,0.0,0.879762573451068,0.167151415902442,6.0,2,2.8055693320684356
2026-07-15 07:00:00,lankao_mc_001,lankao_typical_event_001,灾害冲击,1,3.002580663959609,0.22492639304544812,0.433853012522794,0.0,0.0,0.24973542630328485,0.7223889207017978,2.094065832088082,,,0.0,0.0,0.8089047400944214,0.2971580727154524,7.0,2,3.002580663959609
2026-07-15 08:00:00,lankao_mc_001,lankao_typical_event_001,灾害冲击,1,3.1540544879377928,0.20323376324158382,0.6778721639910045,0.0,0.0,0.3681673633907435,0.5874309496930665,1.9047811973144608,,,0.0,0.0,0.7363028074704211,0.4271647295284629,8.0,2,3.1540544879377928
2026-07-15 09:00:00,lankao_mc_001,lankao_typical_event_001,灾害冲击,1,3.2727397650764987,0.15339805415887434,0.6583367553787137,0.0,0.3376522902193024,0.45085524091056844,0.42490942859984776,1.6724974244090396,,,0.0,0.0,0.6482682546106917,0.5571713863414735,9.0,2,3.2727397650764987
